Key,ar,en,es,pt,pt_br,fr,de,ru,zh,hi
Q_1923,يحتل فريق رين المراكز ال 4 الثالثة في الدوري,Rennes are in the third 4th place in the league.,Rennes ocupa el cuarto lugar en la liga,,Rennes ocupa o 4º lugar na liga,Rennes se classe 4ème du championnat,Rennes belegt den 4. Platz in der Liga,Ренн занимает 4-е место в лиге.,雷恩排名联赛第4位,रेनेस लीग में चौथे स्थान पर हैं
Q_1924,يحتل فريق رين المراكز ال 4 الأخيرة في الدوري,Rennes are in the bottom 4 of the league.,Rennes ocupa las últimas 4 plazas de la liga,,Rennes ocupa os últimos 4 lugares da liga,Rennes occupe les 4 dernières places du championnat,Rennes belegt die letzten 4 Plätze in der Liga,Ренн занимает последние 4 места в лиге,雷恩占据联赛倒数4位,रेनेस लीग में अंतिम 4 स्थानों पर काबिज हैं
Q_1925,فاز رين في مباراته ضد فريق باريس سان جيرمان,Rennes won their match against Paris Saint-Germain.,Rennes ganó su partido contra el Paris Saint-Germain,,Rennes venceu a partida contra o Paris Saint-Germain,Rennes a remporté son match contre le Paris Saint-Germain,Rennes gewann sein Spiel gegen Paris Saint-Germain,Ренн выиграл матч у Пари Сен-Жермен.,雷恩战胜巴黎圣日耳曼队,रेनेस ने पेरिस सेंट-जर्मेन के खिलाफ अपना मैच जीता
Q_1926,خسر رين في مباراته ضد فريق مارسيليا,Rennes lost their match against Marseille.,Rennes perdió en su partido contra Marsella,,Rennes perdeu na partida contra o Marselha,Rennes a perdu lors de son match contre Marseille,Rennes verlor sein Spiel gegen Marseille,«Ренн» проиграл «Марселю»,雷恩在对阵马赛的比赛中失利,रेनेस मार्सिले के खिलाफ अपने मैच में हार गए
Q_1927,تعادل رين في مباراته ضد فريق موناكو,Rennes drew against Monaco,Rennes empató su partido contra Mónaco,,Rennes empatou a partida contra o Mônaco,Rennes a égalisé contre Monaco,Rennes hat sein Spiel gegen Monaco unentschieden gespielt,Ренн сравнял счет в матче с Монако,雷恩战平摩纳哥,रेनेस ने मोनाको के खिलाफ अपना मैच टाई कराया
Q_1928,سجل رين اكثر من 3 اهداف في مباراته ضد فريق تولوز,Rennes scored more than 3 goals in their match against Toulouse.,Rennes marcó más de 3 goles en su partido contra Toulouse,,Rennes marcou mais de 3 gols na partida contra o Toulouse,Rennes a marqué plus de 3 buts lors de son match contre Toulouse,im Spiel gegen Toulouse mehr als drei Tore,Ренн забил более 3-х голов в матче против Тулузы,在对阵图卢兹的比赛中进球数超过3 个,टूलूज़ के विरुद्ध अपने मैच में 3 से अधिक गोल किये
Q_1929,سجل رين اكثر من 2 اهداف في مباراته ضد فريق ليل,Rennes scored more than 2 goals in their match against Lille.,Rennes marcó más de 2 goles en su partido contra el Lille,,Rennes marcou mais de 2 gols na partida contra o Lille,Rennes a marqué plus de 2 buts lors de son match contre Lille,Rennes erzielte im Spiel gegen Lille mehr als zwei Tore,Ренн забил более 2 голов в матче против Лилля,在对阵里尔的比赛中进球数超过2球,लिली के विरुद्ध अपने मैच में 2 से अधिक गोल किये
Q_1930,سجل رين اكثر من هدف في مباراته ضد فريق بريست,Rennes scored more than one goal in their match against Brest.,El Rennes marcó más de un gol en su partido contra el Brest,,Rennes marcou mais de um gol na partida contra o Brest,Rennes a marqué plus d'un but lors de son match contre Brest,Rennes erzielte im Spiel gegen Brest mehr als ein Tor,Ренн забил больше одного гола в матче против Бреста,雷恩在对阵布雷斯特的比赛中攻入不止一球,रेन्नेस ने ब्रेस्ट के विरुद्ध अपने मैच में एक से अधिक गोल किये
Q_1931,فاز فريق رين في أول مباراة له بالدوري,Rennes won their first league match.,Rennes ganó su primer partido de liga,,Rennes venceu sua primeira partida no campeonato,Rennes a remporté son premier match de championnat,Rennes gewann sein erstes Ligaspiel,Ренн выиграл свой первый матч в чемпионате,雷恩赢得了他们的第一场联赛比赛,रेनेस ने अपना पहला लीग मैच जीता
Q_1932,تعادل فريق رين في أول مباراة له بالدوري,Rennes drew their first league match.,El Rennes empató en su primer partido liguero,,Rennes empatou em sua primeira partida no campeonato,Rennes a fait match nul dès son premier match de championnat,Rennes hat in seinem ersten Ligaspiel unentschieden gespielt,Ренн сыграл вничью в своем первом матче чемпионата,雷恩首场联赛打平,रेनेस अपने पहले लीग मैच में बराबरी पर रहे
Q_1933,خسر فريق رين في اول مباراة له بالدوري,Rennes lost their first league match.,Rennes perdió en su primer partido de liga,,Rennes perdeu em sua primeira partida no campeonato,Rennes a perdu dès son premier match de championnat,Rennes verlor sein erstes Ligaspiel,Ренн проиграл свой первый матч в чемпионате,雷恩在联赛首场比赛中失利,रेनेस अपने पहले लीग मैच में हार गए
Q_1934,لم يتلقى فريق رين اي هدف في شباكه في مباراته ضد فريق نيس,Rennes did not concede a single goal against Nice.,Rennes no encajó ningún gol en su partido contra el Niza,,O Rennes não sofreu nenhum gol na partida contra o Nice,Rennes n'a encaissé aucun but lors de son match contre Nice,Rennes kassierte im Spiel gegen Nizza keine Gegentore,Ренн не пропустил ни одного гола в матче с Ниццей.,雷恩在对阵尼斯的比赛中没有丢球,रेनेस ने नीस के खिलाफ मैच में कोई गोल नहीं खाया
Q_1935,تلقى رين هدفا في شباكه في مباراته ضد فريق ستاد ريمس,Rennes conceded a goal against Stade Reims.,Rennes encajó un gol en su partido contra el Stade Reims,,O Rennes sofreu um gol na partida contra o Stade Reims,Rennes a encaissé un but lors de son match contre le Stade de Reims,Rennes kassierte im Spiel gegen Stade Reims ein Gegentor,Ренн пропустил гол в матче против Реймса,雷恩在对阵兰斯球场的比赛中失球,रेनेस ने स्टेड रिम्स के खिलाफ अपने मैच में एक गोल खाया
